surface,router,name,proposedPermission,kind,procedure,authority,module,level,roles,branch,sensitivity,sensitivityWhy,flags,loc
"trpc","catalogRouter","resolveProductUnitId","catalog.catalog.resolve_product_unit_id","query","productsReadProcedure","module-map","products","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE","server/routers/catalogRouter.ts:1235"
"trpc","catalogRouter","saveContentDraft","catalog.catalog.update","mutation","productsManagerProcedure","module-gate","products","FULL","manager","required","MEDIUM","كتابة","","server/routers/catalogRouter.ts:588"
"trpc","catalogRouter","saveCustomizationTemplate","catalog.catalog.update","mutation","productsManagerProcedure","module-gate","products","FULL","manager","required","MEDIUM","كتابة","","server/routers/catalogRouter.ts:907"
"trpc","catalogRouter","setCustomizationTemplateActive","catalog.catalog.update","mutation","productsManagerProcedure","module-gate","products","FULL","manager","required","MEDIUM","كتابة","","server/routers/catalogRouter.ts:929"
"trpc","catalogRouter","setProductActive","catalog.catalog.update","mutation","productsManagerProcedure","module-gate","products","FULL","manager","required","MEDIUM","كتابة","","server/routers/catalogRouter.ts:503"
"trpc","catalogRouter","similarNames","catalog.catalog.similar_names","query","productsManagerProcedure","module-gate","products","FULL","manager","required","LOW","قراءة","","server/routers/catalogRouter.ts:624"
"trpc","catalogRouter","stockByUnitIds","catalog.catalog.stock_by_unit_ids","query","productsReadProcedure","module-map","products","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE","server/routers/catalogRouter.ts:424"
"trpc","catalogRouter","updateCategory","catalog.catalog.update","mutation","productsManagerProcedure","module-gate","products","FULL","manager","required","MEDIUM","كتابة","","server/routers/catalogRouter.ts:1330"
"trpc","catalogRouter","updateProduct","catalog.catalog.update","mutation","productsManagerProcedure","module-gate","products","FULL","manager","required","MEDIUM","كتابة","","server/routers/catalogRouter.ts:771"
"trpc","catalogRouter","updateProductVariants","catalog.catalog.update","mutation","productsManagerProcedure","module-gate","products","FULL","manager","required","MEDIUM","كتابة","","server/routers/catalogRouter.ts:963"
"trpc","catalogRouter","usage","catalog.catalog.usage","query","productsReadProcedure","module-map","products","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE","server/routers/catalogRouter.ts:525"
"trpc","catalogRouter","validateContentDraft","catalog.catalog.validate_content_draft","mutation","productsManagerProcedure","module-gate","products","FULL","manager","required","MEDIUM","كتابة","","server/routers/catalogRouter.ts:584"
"trpc","commissionsRouter","approve","commissions.commission.approve","mutation","commissionsManagerProcedure","module-gate","commissions","FULL","manager","required","HIGH","فعل حسّاس: approve","SENSITIVE_ACTION","server/routers/commissionsRouter.ts:189"
"trpc","commissionsRouter","assign","commissions.commission.update","mutation","commissionsManagerProcedure","module-gate","commissions","FULL","manager","required","MEDIUM","كتابة","","server/routers/commissionsRouter.ts:96"
"trpc","commissionsRouter","assignmentBoard","commissions.commission.update","query","commissionsReadProcedure","module-map","commissions","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE","server/routers/commissionsRouter.ts:51"
"trpc","commissionsRouter","compute","commissions.commission.compute","mutation","commissionsManagerProcedure","module-gate","commissions","FULL","manager","required","MEDIUM","كتابة","","server/routers/commissionsRouter.ts:172"
"trpc","commissionsRouter","copyFromPrevious","commissions.commission.copy_from_previous","mutation","commissionsManagerProcedure","module-gate","commissions","FULL","manager","required","MEDIUM","كتابة","","server/routers/commissionsRouter.ts:150"
"trpc","commissionsRouter","create","commissions.commission.create","mutation","commissionsManagerProcedure","module-gate","commissions","FULL","manager","required","MEDIUM","كتابة","","server/routers/commissionsRouter.ts:53"
"trpc","commissionsRouter","endAssignment","commissions.commission.end_assignment","mutation","commissionsManagerProcedure","module-gate","commissions","FULL","manager","required","MEDIUM","كتابة","","server/routers/commissionsRouter.ts:109"
"trpc","commissionsRouter","get","commissions.commission.view","query","commissionsReadProcedure","module-map","commissions","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE","server/routers/commissionsRouter.ts:167"
"trpc","commissionsRouter","grid","commissions.commission.grid","query","commissionsReadProcedure","module-map","commissions","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE","server/routers/commissionsRouter.ts:125"
"trpc","commissionsRouter","leaderboard","reports.commission.leaderboard","query","reportViewerProcedure","module-gate","reports","READ","manager|accountant|auditor","asserted","LOW","قراءة","","server/routers/commissionsRouter.ts:224"
"trpc","commissionsRouter","list","commissions.commission.list","query","commissionsReadProcedure","module-map","commissions","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE","server/routers/commissionsRouter.ts:48"
"trpc","commissionsRouter","list","commissions.commission.list","query","commissionsReadProcedure","module-map","commissions","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE","server/routers/commissionsRouter.ts:165"
"trpc","commissionsRouter","myStatus","commissions.commission.my_status","query","protectedProcedure","none","","","","none","LOW","قراءة","READ_WITHOUT_MODULE_GATE","server/routers/commissionsRouter.ts:229"
"trpc","commissionsRouter","remove","commissions.commission.delete","mutation","commissionsManagerProcedure","module-gate","commissions","FULL","manager","required","HIGH","فعل حسّاس: remove","SENSITIVE_ACTION","server/routers/commissionsRouter.ts:210"
"trpc","commissionsRouter","saveAll","commissions.commission.update","mutation","commissionsManagerProcedure","module-gate","commissions","FULL","manager","required","MEDIUM","كتابة","","server/routers/commissionsRouter.ts:129"
"trpc","commissionsRouter","setActive","commissions.commission.update","mutation","commissionsManagerProcedure","module-gate","commissions","FULL","manager","required","MEDIUM","كتابة","","server/routers/commissionsRouter.ts:83"
"trpc","commissionsRouter","unapprove","commissions.commission.unapprove","mutation","commissionsManagerProcedure","module-gate","commissions","FULL","manager","required","HIGH","فعل حسّاس: approve","SENSITIVE_ACTION","server/routers/commissionsRouter.ts:202"
"trpc","commissionsRouter","update","commissions.commission.update","mutation","commissionsManagerProcedure","module-gate","commissions","FULL","manager","required","MEDIUM","كتابة","","server/routers/commissionsRouter.ts:67"
"trpc","consignmentRouter","balancesReport","reports.consignment.balances_report","query","reportViewerProcedure","module-gate","reports","READ","manager|accountant|auditor","asserted","LOW","قراءة","","server/routers/consignmentRouter.ts:81"
"trpc","consignmentRouter","consignorProducts","consignment.consignment.consignor_products","query","consignmentReadProcedure","module-map","consignments","READ","","scoped","LOW","قراءة","","server/routers/consignmentRouter.ts:64"
"trpc","consignmentRouter","create","consignment.consignment.create","mutation","consignmentWriteProcedure","module-gate","consignments","FULL","warehouse|manager|accountant","required","MEDIUM","كتابة","","server/routers/consignmentRouter.ts:130"
"trpc","consignmentRouter","createSettlement","treasury.consignment.create","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","HIGH","فعل حسّاس: settle","SENSITIVE_ACTION","server/routers/consignmentRouter.ts:106"
"trpc","consignmentRouter","get","consignment.consignment.view","query","consignmentReadProcedure","module-map","consignments","READ","","scoped","LOW","قراءة","","server/routers/consignmentRouter.ts:52"
"trpc","consignmentRouter","list","consignment.consignment.list","query","consignmentReadProcedure","module-map","consignments","READ","","scoped","LOW","قراءة","","server/routers/consignmentRouter.ts:31"
"trpc","consignmentRouter","marginsReport","reports.consignment.margins_report","query","reportViewerProcedure","module-gate","reports","READ","manager|accountant|auditor","asserted","LOW","قراءة","","server/routers/consignmentRouter.ts:86"
"trpc","consignmentRouter","settlementStatement","reports.consignment.update","query","reportViewerProcedure","module-gate","reports","READ","manager|accountant|auditor","asserted","LOW","قراءة","","server/routers/consignmentRouter.ts:95"
"trpc","contactsRouter","contact360","crm.contact.contact360","query","crmReadProcedure","module-map","crm","READ","","scoped","LOW","قراءة","","server/routers/contactsRouter.ts:167"
"trpc","contactsRouter","create","crm.contact.create","mutation","crmWriteProcedure","module-gate","crm","FULL","cashier|manager|sales_rep","required","MEDIUM","كتابة","","server/routers/contactsRouter.ts:73"
"trpc","contactsRouter","findDuplicates","crm.contact.list","query","crmReadProcedure","module-map","crm","READ","","scoped","LOW","قراءة","","server/routers/contactsRouter.ts:178"
"trpc","contactsRouter","list","crm.contact.list","query","crmReadProcedure","module-map","crm","READ","","scoped","LOW","قراءة","","server/routers/contactsRouter.ts:61"
"trpc","contactsRouter","search","crm.contact.list","query","crmReadProcedure","module-map","crm","READ","","scoped","LOW","قراءة","","server/routers/contactsRouter.ts:148"
"trpc","contactsRouter","set","crm.contact.update","mutation","crmWriteProcedure","module-gate","crm","FULL","cashier|manager|sales_rep","required","MEDIUM","كتابة","","server/routers/contactsRouter.ts:130"
"trpc","contactsRouter","setInactive","crm.contact.update","mutation","crmWriteProcedure","module-gate","crm","FULL","cashier|manager|sales_rep","required","MEDIUM","كتابة","","server/routers/contactsRouter.ts:118"
"trpc","contactsRouter","update","crm.contact.update","mutation","crmWriteProcedure","module-gate","crm","FULL","cashier|manager|sales_rep","required","MEDIUM","كتابة","","server/routers/contactsRouter.ts:97"
"trpc","conversationRouter","linkCustomer","channels.conversation.link_customer","mutation","channelsWrite","module-map","channels","FULL","cashier|manager","required","MEDIUM","كتابة","RAW_ROLE_GATE|LOCAL_GATE","server/routers/conversationRouter.ts:428"
"trpc","conversationRouter","linkWorkOrder","channels.conversation.link_work_order","mutation","channelsWrite","module-map","channels","FULL","cashier|manager","required","MEDIUM","كتابة","RAW_ROLE_GATE|LOCAL_GATE","server/routers/conversationRouter.ts:508"
"trpc","conversationRouter","list","channels.conversation.list","query","channelsRead","module-map","channels","READ","","scoped","LOW","قراءة","LOCAL_GATE","server/routers/conversationRouter.ts:81"
"trpc","conversationRouter","markRead","channels.conversation.mark_read","mutation","channelsWrite","module-map","channels","FULL","cashier|manager","required","MEDIUM","كتابة","RAW_ROLE_GATE|LOCAL_GATE","server/routers/conversationRouter.ts:499"
"trpc","conversationRouter","messages","channels.conversation.messages","query","channelsRead","module-map","channels","READ","","scoped","LOW","قراءة","LOCAL_GATE","server/routers/conversationRouter.ts:208"
"trpc","conversationRouter","retrySend","channels.conversation.retry_send","mutation","channelsWrite","module-map","channels","FULL","cashier|manager","required","HIGH","فعل حسّاس: send","RAW_ROLE_GATE|LOCAL_GATE|SENSITIVE_ACTION","server/routers/conversationRouter.ts:458"
"trpc","conversationRouter","sendMessage","channels.conversation.send","mutation","channelsWrite","module-map","channels","FULL","cashier|manager","required","HIGH","فعل حسّاس: send","RAW_ROLE_GATE|LOCAL_GATE|SENSITIVE_ACTION","server/routers/conversationRouter.ts:320"
"trpc","conversationRouter","sendTemplate","channels.conversation.send","mutation","channelsWrite","module-map","channels","FULL","cashier|manager","required","HIGH","فعل حسّاس: send","RAW_ROLE_GATE|LOCAL_GATE|SENSITIVE_ACTION","server/routers/conversationRouter.ts:377"
"trpc","conversationRouter","setStatus","channels.conversation.update","mutation","channelsWrite","module-map","channels","FULL","cashier|manager","required","MEDIUM","كتابة","RAW_ROLE_GATE|LOCAL_GATE","server/routers/conversationRouter.ts:523"
"trpc","conversationRouter","upsert","channels.conversation.upsert","mutation","channelsWrite","module-map","channels","FULL","cashier|manager","required","MEDIUM","كتابة","RAW_ROLE_GATE|LOCAL_GATE","server/routers/conversationRouter.ts:288"
"trpc","countPortalRouter","auth","inventory.count_portal.authenticate","mutation","publicProcedure","none","","","","none","MEDIUM","كتابة","WRITE_WITHOUT_MODULE_GATE|UNAUTHENTICATED","server/routers/countPortalRouter.ts:91"
"trpc","countPortalRouter","finish","inventory.count_portal.close","mutation","publicProcedure","none","","","","none","MEDIUM","كتابة","WRITE_WITHOUT_MODULE_GATE|UNAUTHENTICATED","server/routers/countPortalRouter.ts:288"
"trpc","countPortalRouter","logout","inventory.count_portal.logout","mutation","publicProcedure","none","","","","none","MEDIUM","كتابة","WRITE_WITHOUT_MODULE_GATE|UNAUTHENTICATED","server/routers/countPortalRouter.ts:309"
"trpc","countPortalRouter","mine","inventory.count_portal.mine","query","stocktakeAssignmentProcedure","self-assignment","inventory","ASSIGNED","assigned-user","self","LOW","قراءة","","server/routers/countPortalRouter.ts:45"
"trpc","countPortalRouter","state","inventory.count_portal.state","query","publicProcedure","none","","","","none","LOW","قراءة","READ_WITHOUT_MODULE_GATE|UNAUTHENTICATED","server/routers/countPortalRouter.ts:155"
